temperature,pressure,humidity,light,oxidised,reduced,nh3,pm1,pm25,pm10,dateTime
27.59673884105781,1015.4681631816813,17.15963185999557,206.60585,8.300626304801671,368.82758620689685,80.88888888888889,1.0,2.0,2.0,04/05/2020 09:20:15
27.656345225703095,1015.4546264514456,17.135309142285255,210.88435,8.367816091954023,384.00000000000006,110.93766937669379,1.0,2.0,2.0,04/05/2020 09:20:18
27.37678358263471,1015.4505861382166,17.308742950426524,209.90695,7.9004149377593365,377.80281690140873,91.01670644391412,2.0,5.0,5.0,04/05/2020 09:20:48
27.44561588269654,1015.459395088341,17.309839088748816,209.90695,8.033264033264034,387.16546762589945,119.00000000000006,2.0,5.0,5.0,04/05/2020 09:20:51
27.503843887145244,1015.4587146667109,17.30338311210162,209.90695,8.300626304801671,390.37681159420316,137.7106918238994,1.0,3.0,3.0,04/05/2020 09:20:54
27.612189061927168,1015.4778115735016,17.273312062067166,209.90695,8.570230607966458,390.37681159420316,150.02006688963215,1.0,4.0,3.0,04/05/2020 09:20:57
27.727885471393,1015.501585427908,17.242960616978255,175.3652,8.842105263157896,387.16546762589945,157.8888888888889,1.0,2.0,2.0,04/05/2020 09:20:59
27.77800263988045,1015.4943645844215,18.02633009404393,210.88435,9.185185185185187,387.16546762589945,164.00000000000003,1.0,1.0,2.0,04/05/2020 09:21:02
27.761002912746086,1015.4950239602708,17.837098266258533,206.4214,9.462274176408076,387.16546762589945,168.81751824817528,1.0,2.0,2.0,04/05/2020 09:21:05
27.815255150191376,1015.481659407151,17.516656599814972,206.4214,9.741728922091783,387.16546762589945,172.14814814814824,1.0,2.0,3.0,04/05/2020 09:21:07
27.755404019865747,1015.4812182398508,17.467176425184213,205.25955,9.952890792291223,384.00000000000006,173.85074626865674,1.0,3.0,3.0,04/05/2020 09:21:10
27.797428845442315,1015.4752414771456,17.42147889332316,200.7966,10.165413533834588,384.00000000000006,175.57894736842104,2.0,3.0,4.0,04/05/2020 09:21:12
27.760672729309018,1015.4860411600224,17.375405618995618,195.35625,10.379310344827587,380.87943262411346,176.45283018867926,2.0,4.0,4.0,04/05/2020 09:21:15
27.750564799214843,1015.4764588957441,17.381719304541637,199.63475,10.594594594594595,377.80281690140873,176.45283018867926,2.0,4.0,4.0,04/05/2020 09:21:18
27.745051383134843,1015.4738496539533,17.387859465853953,200.7966,10.811279826464208,377.80281690140873,175.57894736842104,2.0,4.0,7.0,04/05/2020 09:21:20
27.727714570027256,1015.4575854648269,17.386836853518382,199.8192,10.956521739130437,377.80281690140873,176.45283018867926,3.0,5.0,8.0,04/05/2020 09:21:23
27.70026982950711,1015.4641298813076,17.356532700595917,199.8192,11.102396514161223,377.80281690140873,176.45283018867926,3.0,5.0,8.0,04/05/2020 09:21:25
27.721864051247152,1015.4560514169024,17.349784134897636,200.98105,11.322404371584701,377.80281690140873,177.33333333333337,3.0,6.0,7.0,04/05/2020 09:21:28
27.809374585448513,1015.454499456212,17.4388267138951,207.7677,11.469879518072291,377.80281690140873,176.45283018867926,3.0,5.0,8.0,04/05/2020 09:21:31
27.765267243250932,1015.4480259122996,17.315908366168614,207.7677,11.618002195389682,377.80281690140873,176.45283018867926,4.0,5.0,7.0,04/05/2020 09:21:33
27.78995527891025,1015.4347781423011,17.334452526458552,206.7903,11.766776677667766,377.80281690140873,176.45283018867926,4.0,5.0,7.0,04/05/2020 09:21:36
27.78582021699065,1015.4391195685401,17.310880016460626,207.7677,11.841409691629956,377.80281690140873,177.33333333333337,3.0,5.0,7.0,04/05/2020 09:21:38
27.82658905095156,1015.4421787846971,17.305086898282052,210.88435,11.991169977924942,377.80281690140873,176.45283018867926,3.0,5.0,7.0,04/05/2020 09:21:41
27.821994537994936,1015.4280080434626,17.36458190177781,205.8129,12.066298342541435,374.76923076923094,176.45283018867926,3.0,5.0,7.0,04/05/2020 09:21:44
27.905492347805033,1015.434191373524,17.297850073840557,209.90695,12.217054263565894,377.80281690140873,177.33333333333337,3.0,5.0,5.0,04/05/2020 09:21:46
27.975206623220092,1015.4446483552188,17.28502767046698,205.8129,12.368479467258602,377.80281690140873,177.33333333333337,3.0,5.0,5.0,04/05/2020 09:21:49
